n,quantifier_category,group,seq,seq_test,cognitive_load,quantifier,target_col,filler_col,t1_n,t2_n,f1_n,f2_n,t1_col,t2_col,f1_col,f2_col,overall_condition_pic,distance,t1_x,t1_y,t2_x,t2_y,f1_x,f1_y,f2_x,f2_y
5,number,2,B M J,JMB,high_load,5,blue,red,2,6,3,4,blue,blue,red,red,superior,n+3,400,150,200,150,300,250,300,50
Some,Some,2,Q H F,FHQ,high_load,Some,red,blue,2,1,4,6,blue,blue,blue,blue,null,null,400,150,200,150,300,250,300,50
Some,Some,2,Q B H,HBQ,high_load,Some,red,gray,2,5,1,6,gray,gray,gray,gray,null,null,400,150,200,150,300,250,300,50
Some,Some,2,B R H,HRB,high_load,Some,green,black,4,5,2,5,green,green,black,black,partial,partial,400,150,200,150,300,250,300,50
Some,Some,2,H X J,JXH,high_load,Some,blue,red,4,1,5,3,blue,blue,red,red,partial,partial,300,50,300,250,400,150,200,150
Some,Some,2,B F H,HFB,high_load,Some,red,purple,4,2,4,2,red,red,red,red,total_target,total_target,300,50,300,250,400,150,200,150
Some,Some,2,H X R,RXH,high_load,Some,green,purple,3,3,3,4,green,green,green,green,total_target,total_target,300,50,300,250,400,150,200,150
All,All,2,B X M,MXB,high_load,All,blue,green,5,5,1,3,green,green,green,green,null,null,300,50,300,250,400,150,200,150
All,All,2,H L Q,QLH,high_load,All,green,blue,5,1,4,3,blue,blue,blue,blue,null,null,400,150,200,150,300,250,300,50
All,All,2,H R F,FRH,high_load,All,green,black,3,6,2,1,green,green,black,black,partial,partial,400,150,200,150,300,250,300,50
All,All,2,R B X,XBR,high_load,All,red,black,3,4,4,2,red,red,black,black,partial,partial,400,150,200,150,300,250,300,50
All,All,2,Q H B,BHQ,high_load,All,blue,gray,6,3,4,2,blue,blue,blue,blue,total_target,total_target,400,150,200,150,300,250,300,50
All,All,2,F J L,LJF,high_load,All,blue,black,2,6,6,1,blue,blue,blue,blue,total_target,total_target,400,150,200,150,300,250,300,50
2,filler_item,2,B Q L,LQB,high_load,2,red,yellow,1,5,6,4,red,yellow,yellow,yellow,filler_item,filler_item,300,50,300,250,400,150,200,150
8,filler_item,2,M L Q,QLM,high_load,8,green,purple,3,5,1,6,green,green,purple,purple,filler_item,filler_item,400,150,200,150,300,250,300,50
10,filler_item,2,L Q M,MQL,high_load,10,blue,yellow,5,1,4,2,blue,blue,yellow,yellow,filler_item,filler_item,300,50,300,250,400,150,200,150
12,filler_item,2,Q H J,JHQ,high_load,12,blue,yellow,6,6,1,2,blue,blue,yellow,yellow,filler_item,filler_item,300,50,300,250,400,150,200,150
4,number,3,M F L,LFM,high_load,4,red,blue,1,3,6,2,red,blue,blue,blue,inferior,n-3,400,150,200,150,300,250,300,50
4,number,3,F L H,HLF,high_load,4,red,purple,1,1,6,6,red,red,purple,purple,inferior,n-2,300,50,300,250,400,150,200,150
4,number,3,M H B,BHM,high_load,4,red,yellow,1,2,6,5,red,red,yellow,yellow,inferior,n-1,300,50,300,250,400,150,200,150
4,number,3,R M Q,QMR,high_load,4,green,red,3,1,6,5,green,green,red,red,intermediate,n,300,50,300,250,400,150,200,150
4,number,3,X J B,BJX,high_load,4,green,red,2,3,5,2,green,green,red,red,superior,n+1,400,150,200,150,300,250,300,50
4,number,3,J F H,HFJ,high_load,4,blue,gray,1,5,1,6,blue,blue,gray,gray,superior,n+2,300,50,300,250,400,150,200,150
4,number,3,H X B,BXH,high_load,4,green,purple,2,5,5,2,green,green,purple,purple,superior,n+3,300,50,300,250,400,150,200,150
5,number,3,L F X,XFL,high_load,5,blue,red,1,1,6,6,blue,blue,red,red,inferior,n-3,300,50,300,250,400,150,200,150
5,number,3,X Q J,JQX,high_load,5,red,blue,1,2,6,3,red,red,blue,blue,inferior,n-2,300,50,300,250,400,150,200,150
5,number,3,B F M,MFB,high_load,5,red,yellow,1,3,3,6,red,red,yellow,yellow,inferior,n-1,300,50,300,250,400,150,200,150
5,number,3,F M J,JMF,high_load,5,blue,gray,4,1,2,5,blue,blue,gray,gray,intermediate,n,400,150,200,150,300,250,300,50
5,number,3,M H X,XHM,high_load,5,green,black,2,4,2,4,green,green,black,black,superior,n+1,300,50,300,250,400,150,200,150
5,number,3,B X L,LXB,high_load,5,green,red,4,3,4,1,green,green,red,red,superior,n+2,300,50,300,250,400,150,200,150
5,number,3,X H B,BHX,high_load,5,green,red,6,2,2,5,green,green,red,red,superior,n+3,300,50,300,250,400,150,200,150
Some,Some,3,J Q R,RQJ,high_load,Some,red,black,4,5,1,4,black,black,black,black,null,null,300,50,300,250,400,150,200,150
Some,Some,3,R J X,XJR,high_load,Some,red,blue,6,4,2,1,blue,blue,blue,blue,null,null,400,150,200,150,300,250,300,50
Some,Some,3,X B M,MBX,high_load,Some,red,yellow,4,6,3,3,red,red,yellow,yellow,partial,partial,400,150,200,150,300,250,300,50
Some,Some,3,R H J,JHR,high_load,Some,green,yellow,1,2,5,6,green,green,yellow,yellow,partial,partial,300,50,300,250,400,150,200,150
Some,Some,3,L M H,HML,high_load,Some,blue,green,6,1,4,5,blue,blue,blue,blue,total_target,total_target,300,50,300,250,400,150,200,150
Some,Some,3,M H R,RHM,high_load,Some,red,black,4,1,6,5,red,red,red,red,total_target,total_target,300,50,300,250,400,150,200,150
All,All,3,X F M,MFX,high_load,All,red,yellow,3,2,4,5,yellow,yellow,yellow,yellow,null,null,400,150,200,150,300,250,300,50
All,All,3,J F X,XFJ,high_load,All,blue,black,3,3,6,3,black,black,black,black,null,null,300,50,300,250,400,150,200,150
All,All,3,R L Q,QLR,high_load,All,green,blue,2,3,2,6,green,green,blue,blue,partial,partial,400,150,200,150,300,250,300,50
All,All,3,F M J,JMF,high_load,All,green,blue,6,5,2,2,green,green,blue,blue,partial,partial,300,50,300,250,400,150,200,150
All,All,3,R B F,FBR,high_load,All,green,blue,5,1,3,6,green,green,green,green,total_target,total_target,400,150,200,150,300,250,300,50
All,All,3,X H R,RHX,high_load,All,green,black,4,3,1,6,green,green,green,green,total_target,total_target,400,150,200,150,300,250,300,50
2,filler_item,3,B J H,HJB,high_load,2,blue,green,1,4,2,5,blue,green,green,green,filler_item,filler_item,400,150,200,150,300,250,300,50
8,filler_item,3,J B H,HBJ,high_load,8,red,black,2,6,2,3,red,red,black,black,filler_item,filler_item,300,50,300,250,400,150,200,150
10,filler_item,3,M F X,XFM,high_load,10,red,black,2,4,5,2,red,red,black,black,filler_item,filler_item,400,150,200,150,300,250,300,50
12,filler_item,3,F J M,MJF,high_load,12,green,blue,6,6,1,1,green,green,blue,blue,filler_item,filler_item,400,150,200,150,300,250,300,50
4,number,4,M R L,LRM,high_load,4,green,red,1,2,6,3,green,red,red,red,inferior,n-3,400,150,200,150,300,250,300,50
4,number,4,J B L,LBJ,high_load,4,green,purple,1,1,4,6,green,green,purple,purple,inferior,n-2,300,50,300,250,400,150,200,150
4,number,4,X R Q,QRX,high_load,4,green,yellow,2,1,4,5,green,green,yellow,yellow,inferior,n-1,300,50,300,250,400,150,200,150
4,number,4,M B Q,QBM,high_load,4,blue,yellow,1,3,3,6,blue,blue,yellow,yellow,intermediate,n,400,150,200,150,300,250,300,50
4,number,4,Q R M,MRQ,high_load,4,red,green,2,3,6,5,red,red,green,green,superior,n+1,300,50,300,250,400,150,200,150
4,number,4,R M F,FMR,high_load,4,red,green,5,1,1,6,red,red,green,green,superior,n+2,400,150,200,150,300,250,300,50
4,number,4,R Q J,JQR,high_load,4,blue,red,6,1,4,3,blue,blue,red,red,superior,n+3,300,50,300,250,400,150,200,150
5,number,4,B F H,HFB,high_load,5,green,red,1,1,5,6,green,green,red,red,inferior,n-3,400,150,200,150,300,250,300,50
5,number,4,X H J,JHX,high_load,5,red,black,2,1,4,6,red,red,black,black,inferior,n-2,300,50,300,250,400,150,200,150
5,number,4,L X F,FXL,high_load,5,red,purple,1,3,6,6,red,red,purple,purple,inferior,n-1,300,50,300,250,400,150,200,150
5,number,4,H J B,BJH,high_load,5,green,purple,2,3,6,5,green,green,purple,purple,intermediate,n,400,150,200,150,300,250,300,50
5,number,4,B X H,HXB,high_load,5,green,red,4,2,1,5,green,green,red,red,superior,n+1,400,150,200,150,300,250,300,50
5,number,4,B X M,MXB,high_load,5,red,gray,6,1,2,4,red,red,gray,gray,superior,n+2,400,150,200,150,300,250,300,50
5,number,4,H L J,JLH,high_load,5,red,black,6,2,5,2,red,red,black,black,superior,n+3,400,150,200,150,300,250,300,50
Some,Some,4,R L M,MLR,high_load,Some,red,yellow,4,2,1,5,yellow,yellow,yellow,yellow,null,null,300,50,300,250,400,150,200,150
Some,Some,4,X R M,MRX,high_load,Some,green,purple,3,2,6,2,purple,purple,purple,purple,null,null,300,50,300,250,400,150,200,150
Some,Some,4,J X F,FXJ,high_load,Some,blue,red,1,3,6,2,blue,blue,red,red,partial,partial,300,50,300,250,400,150,200,150
Some,Some,4,F R X,XRF,high_load,Some,blue,green,3,4,5,4,blue,blue,green,green,partial,partial,400,150,200,150,300,250,300,50
Some,Some,4,X L B,BLX,high_load,Some,green,black,2,4,5,2,green,green,green,green,total_target,total_target,400,150,200,150,300,250,300,50
Some,Some,4,F H Q,QHF,high_load,Some,red,yellow,3,4,5,4,red,red,red,red,total_target,total_target,300,50,300,250,400,150,200,150
All,All,4,X F H,HFX,high_load,All,blue,gray,5,5,1,4,gray,gray,gray,gray,null,null,400,150,200,150,300,250,300,50
All,All,4,F X Q,QXF,high_load,All,green,red,2,5,6,2,red,red,red,red,null,null,400,150,200,150,300,250,300,50
All,All,4,R B Q,QBR,high_load,All,blue,yellow,5,2,4,3,blue,blue,yellow,yellow,partial,partial,400,150,200,150,300,250,300,50
All,All,4,J Q F,FQJ,high_load,All,red,yellow,5,2,4,2,red,red,yellow,yellow,partial,partial,400,150,200,150,300,250,300,50
All,All,4,J L H,HLJ,high_load,All,green,red,4,5,3,1,green,green,green,green,total_target,total_target,400,150,200,150,300,250,300,50
All,All,4,R Q B,BQR,high_load,All,green,purple,5,1,5,2,green,green,green,green,total_target,total_target,400,150,200,150,300,250,300,50
2,filler_item,4,J Q L,LQJ,high_load,2,red,green,1,4,5,6,red,green,green,green,filler_item,filler_item,300,50,300,250,400,150,200,150
8,filler_item,4,X M R,RMX,high_load,8,blue,black,6,2,3,1,blue,blue,black,black,filler_item,filler_item,400,150,200,150,300,250,300,50
10,filler_item,4,F R Q,QRF,high_load,10,blue,green,4,2,4,4,blue,blue,green,green,filler_item,filler_item,300,50,300,250,400,150,200,150
12,filler_item,4,Q M L,LMQ,high_load,12,red,gray,6,6,2,1,red,red,gray,gray,filler_item,filler_item,300,50,300,250,400,150,200,150
4,number,5,H X M,MXH,high_load,4,blue,green,1,2,3,6,blue,green,green,green,inferior,n-3,300,50,300,250,400,150,200,150
4,number,5,H L J,JLH,high_load,4,blue,green,1,1,6,5,blue,blue,green,green,inferior,n-2,300,50,300,250,400,150,200,150
4,number,5,M H B,BHM,high_load,4,red,gray,2,1,5,5,red,red,gray,gray,inferior,n-1,400,150,200,150,300,250,300,50
4,number,5,X M R,RMX,high_load,4,green,purple,3,1,6,3,green,green,purple,purple,intermediate,n,300,50,300,250,400,150,200,150
4,number,5,R Q J,JQR,high_load,4,red,purple,2,3,5,3,red,red,purple,purple,superior,n+1,400,150,200,150,300,250,300,50
4,number,5,L H Q,QHL,high_load,4,red,purple,1,5,1,6,red,red,purple,purple,superior,n+2,400,150,200,150,300,250,300,50
4,number,5,F H X,XHF,high_load,4,blue,yellow,1,6,6,2,blue,blue,yellow,yellow,superior,n+3,400,150,200,150,300,250,300,50
5,number,5,J L F,FLJ,high_load,5,green,red,1,1,5,5,green,green,red,red,inferior,n-3,300,50,300,250,400,150,200,150
5,number,5,J B H,HBJ,high_load,5,green,red,1,2,5,4,green,green,red,red,inferior,n-2,400,150,200,150,300,250,300,50
5,number,5,X J M,MJX,high_load,5,blue,red,1,3,6,4,blue,blue,red,red,inferior,n-1,300,50,300,250,400,150,200,150
5,number,5,J L H,HLJ,high_load,5,green,blue,4,1,6,5,green,green,blue,blue,intermediate,n,400,150,200,150,300,250,300,50
5,number,5,X L R,RLX,high_load,5,green,blue,2,4,5,3,green,green,blue,blue,superior,n+1,400,150,200,150,300,250,300,50
5,number,5,F H M,MHF,high_load,5,green,yellow,6,1,2,6,green,green,yellow,yellow,superior,n+2,400,150,200,150,300,250,300,50
5,number,5,B R H,HRB,high_load,5,green,blue,2,6,4,3,green,green,blue,blue,superior,n+3,400,150,200,150,300,250,300,50
Some,Some,5,H X R,RXH,high_load,Some,blue,red,3,4,3,5,red,red,red,red,null,null,300,50,300,250,400,150,200,150
Some,Some,5,B R J,JRB,high_load,Some,red,yellow,5,2,2,4,yellow,yellow,yellow,yellow,null,null,400,150,200,150,300,250,300,50
Some,Some,5,B F R,RFB,high_load,Some,green,purple,3,6,5,2,green,green,purple,purple,partial,partial,300,50,300,250,400,150,200,150
Some,Some,5,L B J,JBL,high_load,Some,green,red,5,2,4,2,green,green,red,red,partial,partial,300,50,300,250,400,150,200,150
Some,Some,5,R B M,MBR,high_load,Some,blue,green,1,6,5,4,blue,blue,blue,blue,total_target,total_target,300,50,300,250,400,150,200,150
Some,Some,5,H J L,LJH,high_load,Some,blue,green,3,3,3,5,blue,blue,blue,blue,total_target,total_target,400,150,200,150,300,250,300,50
All,All,5,B H X,XHB,high_load,All,blue,yellow,6,1,3,5,yellow,yellow,yellow,yellow,null,null,400,150,200,150,300,250,300,50
All,All,5,L X R,RXL,high_load,All,green,black,2,4,4,4,black,black,black,black,null,null,300,50,300,250,400,150,200,150
All,All,5,L Q H,HQL,high_load,All,blue,green,2,4,2,6,blue,blue,green,green,partial,partial,400,150,200,150,300,250,300,50
All,All,5,X M L,LMX,high_load,All,green,red,3,2,3,6,green,green,red,red,partial,partial,400,150,200,150,300,250,300,50
All,All,5,B R X,XRB,high_load,All,red,yellow,1,2,5,5,red,red,red,red,total_target,total_target,400,150,200,150,300,250,300,50
All,All,5,X F L,LFX,high_load,All,blue,black,6,3,4,3,blue,blue,blue,blue,total_target,total_target,400,150,200,150,300,250,300,50
2,filler_item,5,Q X M,MXQ,high_load,2,red,yellow,1,3,6,3,red,yellow,yellow,yellow,filler_item,filler_item,400,150,200,150,300,250,300,50
8,filler_item,5,H R X,XRH,high_load,8,blue,green,3,5,2,3,blue,blue,green,green,filler_item,filler_item,300,50,300,250,400,150,200,150
10,filler_item,5,J M R,RMJ,high_load,10,blue,gray,1,5,4,2,blue,blue,gray,gray,filler_item,filler_item,300,50,300,250,400,150,200,150
12,filler_item,5,M J R,RJM,high_load,12,red,blue,6,6,1,1,red,red,blue,blue,filler_item,filler_item,300,50,300,250,400,150,200,150
